SOCIETE|SE|CHAINE_FINANCIERE|ANNEE_MOIS|OBSV|CATEGORIE_ENTREPRISE|CODE_DEPOT|LIBELLE_CODE_DEPOT|STATUT|LIBELLE_STATUT|CODE_APPLI|nbre|INDIC DEMAT|SE_LIBELLE
DEFE|D0410U4057|SCA-SC|2017-05|numero_piece_logistique|PME|9|NUMERISATION|14|MISE_A_DISPOSI|CPP001|147|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_piece_logistique_sans_se|PME|9|NUMERISATION|19|MISE_EN_PAIEME|CPP001|5|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_facture|PME|9|NUMERISATION|17|REJETEE|-|4|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_facture|PME|9|NUMERISATION|14|MISE_A_DISPOSI|CPP000|1|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|rien|PUBLIC|-|-|-|-|CPP001|6|DEMAT_IND|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|rien|PUBLIC|-|-|-|-|CPP000|10|DEMAT_IND|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|rien|PUBLIC|-|-|-|-|-|54|HORS DEMAT|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_piece_logistique|PUBLIC|6|EDI|20|COMPTABILISEE|CPP001|17|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_piece_logistique|PUBLIC|4|DEPOT_PDF_API|20|COMPTABILISEE|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_piece_logistique|PUBLIC|2|DEPOT_PDF_PORTAIL|14|MISE_A_DISPOSI|CPP001|92|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_piece_logistique|PUBLIC|6|EDI|14|MISE_A_DISPOSI|CPP001|52|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_piece_logistique|PUBLIC|4|DEPOT_PDF_API|14|MISE_A_DISPOSI|CPP001|20|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_piece_logistique_sans_siret|PUBLIC|2|DEPOT_PDF_PORTAIL|20|COMPTABILISEE|CPP001|26|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_piece_logistique|PUBLIC|4|DEPOT_PDF_API|19|MISE_EN_PAIEME|CPP001|7|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_piece_logistique_sans_siret|PUBLIC|2|DEPOT_PDF_PORTAIL|14|MISE_A_DISPOSI|CPP001|25|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_piece_logistique_sans_se|PUBLIC|2|DEPOT_PDF_PORTAIL|19|MISE_EN_PAIEME|CPP001|3|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_facture|PUBLIC|2|DEPOT_PDF_PORTAIL|14|MISE_A_DISPOSI|CPP000|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_piece_logistique|PUBLIC|2|DEPOT_PDF_PORTAIL|20|COMPTABILISEE|CPP001|84|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_facture|PUBLIC|2|DEPOT_PDF_PORTAIL|17|REJETEE|CPP000|2|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_facture|PUBLIC|6|EDI|14|MISE_A_DISPOSI|CPP001|2|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_piece_logistique|PUBLIC|6|EDI|19|MISE_EN_PAIEME|CPP001|52|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_piece_logistique_sans_siret|PUBLIC|2|DEPOT_PDF_PORTAIL|19|MISE_EN_PAIEME|CPP001|113|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_piece_logistique|PUBLIC|0|SAISIE_PORTAIL|19|MISE_EN_PAIEME|CPP001|8|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_piece_logistique|PUBLIC|2|DEPOT_PDF_PORTAIL|19|MISE_EN_PAIEME|CPP001|435|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_facture|PUBLIC|9|NUMERISATION|14|MISE_A_DISPOSI|CPP001|1|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_piece_logistique_sans_siret|PUBLIC|9|NUMERISATION|14|MISE_A_DISPOSI|CPP001|9|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_piece_logistique|PUBLIC|9|NUMERISATION|19|MISE_EN_PAIEME|CPP001|8|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_facture|PUBLIC|9|NUMERISATION|17|REJETEE|CPP000|2|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_piece_logistique|PUBLIC|9|NUMERISATION|14|MISE_A_DISPOSI|CPP001|13|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-05|numero_facture|PUBLIC|9|NUMERISATION|17|REJETEE|-|1|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|rien|-|-|-|-|-|CPP000|10|DEMAT_IND|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|rien|-|-|-|-|-|-|26|HORS DEMAT|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|-|2|DEPOT_PDF_PORTAIL|14|MISE_A_DISPOSI|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|-|0|SAISIE_PORTAIL|19|MISE_EN_PAIEME|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|-|2|DEPOT_PDF_PORTAIL|20|COMPTABILISEE|CPP001|2|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|-|6|EDI|20|COMPTABILISEE|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|-|2|DEPOT_PDF_PORTAIL|14|MISE_A_DISPOSI|CPP001|3|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|-|6|EDI|19|MISE_EN_PAIEME|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|-|6|EDI|14|MISE_A_DISPOSI|CPP001|4|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|-|2|DEPOT_PDF_PORTAIL|19|MISE_EN_PAIEME|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|-|2|DEPOT_PDF_PORTAIL|19|MISE_EN_PAIEME|CPP001|4|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|-|9|NUMERISATION|14|MISE_A_DISPOSI|CPP001|2|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|-|9|NUMERISATION|14|MISE_A_DISPOSI|CPP001|5|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|-|9|NUMERISATION|17|REJETEE|CPP001|1|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|-|9|NUMERISATION|19|MISE_EN_PAIEME|CPP001|7|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|-|9|NUMERISATION|19|MISE_EN_PAIEME|CPP001|6|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|rien|ETI|-|-|-|-|CPP001|4|DEMAT_IND|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|rien|ETI|-|-|-|-|CPP000|31|DEMAT_IND|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|rien|ETI|-|-|-|-|-|25|HORS DEMAT|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|ETI|2|DEPOT_PDF_PORTAIL|19|MISE_EN_PAIEME|CPP001|31|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|ETI|0|SAISIE_PORTAIL|14|MISE_A_DISPOSI|CPP001|7|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|ETI|2|DEPOT_PDF_PORTAIL|14|MISE_A_DISPOSI|CPP001|7|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_facture|ETI|2|DEPOT_PDF_PORTAIL|17|REJETEE|CPP000|2|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|ETI|0|SAISIE_PORTAIL|20|COMPTABILISEE|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|ETI|6|EDI|20|COMPTABILISEE|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|ETI|2|DEPOT_PDF_PORTAIL|19|MISE_EN_PAIEME|CPP001|2|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|ETI|6|EDI|14|MISE_A_DISPOSI|CPP001|5|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|ETI|0|SAISIE_PORTAIL|19|MISE_EN_PAIEME|CPP001|2|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|ETI|2|DEPOT_PDF_PORTAIL|20|COMPTABILISEE|CPP001|4|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_se|ETI|2|DEPOT_PDF_PORTAIL|19|MISE_EN_PAIEME|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|ETI|0|SAISIE_PORTAIL|19|MISE_EN_PAIEME|CPP001|2|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|ETI|6|EDI|19|MISE_EN_PAIEME|CPP001|96|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|ETI|2|DEPOT_PDF_PORTAIL|14|MISE_A_DISPOSI|CPP001|9|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|ETI|9|NUMERISATION|19|MISE_EN_PAIEME|CPP001|1|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_facture|ETI|9|NUMERISATION|14|MISE_A_DISPOSI|-|1|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_facture|ETI|9|NUMERISATION|17|REJETEE|-|1|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_facture|ETI|9|NUMERISATION|14|MISE_A_DISPOSI|CPP000|7|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|ETI|9|NUMERISATION|19|MISE_EN_PAIEME|CPP001|105|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_facture|ETI|9|NUMERISATION|14|MISE_A_DISPOSI|CPP001|1|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|ETI|9|NUMERISATION|14|MISE_A_DISPOSI|CPP001|104|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_facture|ETI|9|NUMERISATION|17|REJETEE|CPP000|28|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_se|ETI|9|NUMERISATION|14|MISE_A_DISPOSI|CPP001|2|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|ETI|9|NUMERISATION|20|COMPTABILISEE|CPP001|10|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|rien|GE|-|-|-|-|CPP000|11|DEMAT_IND|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|rien|GE|-|-|-|-|CPP001|2|DEMAT_IND|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|rien|GE|-|-|-|-|-|64|HORS DEMAT|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|GE|0|SAISIE_PORTAIL|19|MISE_EN_PAIEME|CPP001|8|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|GE|0|SAISIE_PORTAIL|20|COMPTABILISEE|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_facture|GE|6|EDI|14|MISE_A_DISPOSI|CPP000|3|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|GE|2|DEPOT_PDF_PORTAIL|20|COMPTABILISEE|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_facture|GE|2|DEPOT_PDF_PORTAIL|0|BROUILLON|CPP001|2|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|GE|6|EDI|19|MISE_EN_PAIEME|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_facture|GE|8|UPLOAD_API|17|REJETEE|CPP000|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_se|GE|6|EDI|14|MISE_A_DISPOSI|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|GE|0|SAISIE_PORTAIL|14|MISE_A_DISPOSI|CPP001|4|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|GE|6|EDI|14|MISE_A_DISPOSI|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|GE|6|EDI|19|MISE_EN_PAIEME|CPP001|321|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|GE|8|UPLOAD_API|20|COMPTABILISEE|CPP001|4|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|GE|2|DEPOT_PDF_PORTAIL|19|MISE_EN_PAIEME|CPP001|56|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_se|GE|2|DEPOT_PDF_PORTAIL|19|MISE_EN_PAIEME|CPP001|4|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|GE|6|EDI|20|COMPTABILISEE|CPP001|28|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_facture|GE|6|EDI|14|MISE_A_DISPOSI|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|GE|2|DEPOT_PDF_PORTAIL|14|MISE_A_DISPOSI|CPP001|10|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|GE|8|UPLOAD_API|14|MISE_A_DISPOSI|CPP001|6|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|rien|GE|-|-|-|-|BNP001|65|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|GE|2|DEPOT_PDF_PORTAIL|14|MISE_A_DISPOSI|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_facture|GE|6|EDI|14|MISE_A_DISPOSI|-|2|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|GE|8|UPLOAD_API|19|MISE_EN_PAIEME|CPP001|27|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|GE|6|EDI|14|MISE_A_DISPOSI|CPP001|89|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_se|GE|6|EDI|19|MISE_EN_PAIEME|CPP001|3|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_facture|GE|6|EDI|17|REJETEE|CPP000|5|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_facture|GE|9|NUMERISATION|14|MISE_A_DISPOSI|CPP000|1|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|GE|9|NUMERISATION|14|MISE_A_DISPOSI|CPP001|5|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|GE|9|NUMERISATION|19|MISE_EN_PAIEME|CPP001|13|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|rien|PME|-|-|-|-|CPP001|14|DEMAT_IND|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|rien|PME|-|-|-|-|CPP000|32|DEMAT_IND|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|rien|PME|-|-|-|-|-|75|HORS DEMAT|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_facture|PME|2|DEPOT_PDF_PORTAIL|17|REJETEE|CPP000|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PME|6|EDI|19|MISE_EN_PAIEME|CPP001|3|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_se|PME|2|DEPOT_PDF_PORTAIL|19|MISE_EN_PAIEME|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PME|2|DEPOT_PDF_PORTAIL|19|MISE_EN_PAIEME|CPP001|146|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PME|6|EDI|14|MISE_A_DISPOSI|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PME|0|SAISIE_PORTAIL|19|MISE_EN_PAIEME|CPP001|10|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_facture|PME|2|DEPOT_PDF_PORTAIL|0|BROUILLON|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_se|PME|8|UPLOAD_API|14|MISE_A_DISPOSI|CPP001|2|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|PME|0|SAISIE_PORTAIL|19|MISE_EN_PAIEME|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|PME|6|EDI|19|MISE_EN_PAIEME|CPP001|5|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PME|0|SAISIE_PORTAIL|14|MISE_A_DISPOSI|CPP001|5|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|PME|0|SAISIE_PORTAIL|20|COMPTABILISEE|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PME|8|UPLOAD_API|20|COMPTABILISEE|CPP001|2|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|PME|2|DEPOT_PDF_PORTAIL|19|MISE_EN_PAIEME|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PME|2|DEPOT_PDF_PORTAIL|14|MISE_A_DISPOSI|CPP001|89|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PME|0|SAISIE_PORTAIL|20|COMPTABILISEE|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|PME|6|EDI|14|MISE_A_DISPOSI|CPP001|2|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PME|2|DEPOT_PDF_PORTAIL|20|COMPTABILISEE|CPP001|2|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_facture|PME|9|NUMERISATION|17|REJETEE|-|1|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_se|PME|9|NUMERISATION|14|MISE_A_DISPOSI|CPP001|1|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PME|9|NUMERISATION|14|MISE_A_DISPOSI|CPP001|81|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PME|9|NUMERISATION|20|COMPTABILISEE|CPP001|4|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PME|9|NUMERISATION|19|MISE_EN_PAIEME|CPP001|184|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_facture|PME|9|NUMERISATION|17|REJETEE|CPP000|2|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_se|PME|9|NUMERISATION|19|MISE_EN_PAIEME|CPP001|1|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_facture|PME|9|NUMERISATION|14|MISE_A_DISPOSI|CPP000|4|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|PME|9|NUMERISATION|19|MISE_EN_PAIEME|CPP001|1|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|rien|PUBLIC|-|-|-|-|CPP000|8|DEMAT_IND|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|rien|PUBLIC|-|-|-|-|-|53|HORS DEMAT|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|PUBLIC|2|DEPOT_PDF_PORTAIL|20|COMPTABILISEE|CPP001|15|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PUBLIC|0|SAISIE_PORTAIL|14|MISE_A_DISPOSI|CPP001|2|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PUBLIC|2|DEPOT_PDF_PORTAIL|19|MISE_EN_PAIEME|CPP001|432|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_se|PUBLIC|2|DEPOT_PDF_PORTAIL|19|MISE_EN_PAIEME|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PUBLIC|6|EDI|19|MISE_EN_PAIEME|CPP001|65|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|PUBLIC|2|DEPOT_PDF_PORTAIL|14|MISE_A_DISPOSI|CPP001|2|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PUBLIC|6|EDI|14|MISE_A_DISPOSI|CPP001|34|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PUBLIC|0|SAISIE_PORTAIL|19|MISE_EN_PAIEME|CPP001|4|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PUBLIC|4|DEPOT_PDF_API|14|MISE_A_DISPOSI|CPP001|2|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PUBLIC|2|DEPOT_PDF_PORTAIL|20|COMPTABILISEE|CPP001|74|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PUBLIC|2|DEPOT_PDF_PORTAIL|14|MISE_A_DISPOSI|CPP001|64|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|PUBLIC|2|DEPOT_PDF_PORTAIL|19|MISE_EN_PAIEME|CPP001|19|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PUBLIC|6|EDI|20|COMPTABILISEE|CPP001|10|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PUBLIC|4|DEPOT_PDF_API|20|COMPTABILISEE|CPP001|10|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_facture|PUBLIC|9|NUMERISATION|17|REJETEE|CPP000|1|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_facture|PUBLIC|9|NUMERISATION|14|MISE_A_DISPOSI|CPP000|1|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PUBLIC|9|NUMERISATION|14|MISE_A_DISPOSI|CPP001|13|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique|PUBLIC|9|NUMERISATION|19|MISE_EN_PAIEME|CPP001|13|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-06|numero_piece_logistique_sans_siret|PUBLIC|9|NUMERISATION|19|MISE_EN_PAIEME|CPP001|2|NUMERISATION|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-07|rien|-|-|-|-|-|CPP000|22|DEMAT_IND|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-07|rien|-|-|-|-|-|CPP001|2|DEMAT_IND|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-07|rien|-|-|-|-|-|-|29|HORS DEMAT|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-07|numero_piece_logistique_sans_siret|-|6|EDI|20|COMPTABILISEE|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-07|numero_piece_logistique_sans_siret|-|2|DEPOT_PDF_PORTAIL|20|COMPTABILISEE|CPP001|2|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-07|numero_piece_logistique|-|2|DEPOT_PDF_PORTAIL|20|COMPTABILISEE|CPP001|3|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-07|numero_piece_logistique_sans_siret|-|6|EDI|14|MISE_A_DISPOSI|CPP001|11|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-07|numero_piece_logistique|-|2|DEPOT_PDF_PORTAIL|19|MISE_EN_PAIEME|CPP001|2|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-07|numero_piece_logistique|-|2|DEPOT_PDF_PORTAIL|14|MISE_A_DISPOSI|CPP001|1|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-07|numero_piece_logistique_sans_siret|-|2|DEPOT_PDF_PORTAIL|19|MISE_EN_PAIEME|CPP001|3|NATIVE|PFAF NE
DEFE|D0410U4057|SCA-SC|2017-07|numero_piece_logistique_sans_siret|-|6|EDI|19|MISE_EN_PAIEME|CPP001|14|NATIVE|PFAF NE
